145		B		5720		1479
146		P		5880		1840
147		B		5800		1344
148		B		5840		1463
149		P		6000		1831
150		B		5920		1320
151		B		5960		1285
152		P		6120		2002
153		B		6040		1444
154		B		6080		1391
155		I		6240		4162
156		B		6160		1351
157		B		6200		1318
158		P		6360		1839
159		B		6280		1258
160		B		6320		1337
161		P		6480		2071
162		B		6400		1431
163		B		6440		1531
164		P		6600		2003
165		B		6520		1499
166		B		6560		1389
167		I		6720		4116
168		B		6640		1337
169		B		6680		1305
170		P		6840		1826
171		B		6760		1387
172		B		6800		1452
173		P		6960		1913
174		B		6880		1499
175		B		6920		1519
176		P		7080		2061
177		B		7000		1412
178		B		7040		1534
179		I		7200		4056
180		B		7120		1553
181		B		7160		1508
182		P		7320		2278
183		B		7240		1265
184		B		7280		1336
185		P		7440		2011
186		B		7360		1285
187		B		7400		1295
188		P		7560		1939
189		B		7480		1328
190		B		7520		1204
191		I		7680		4031
192		B		7600		1464
193		B		7640		1453
194		P		7800		1916
195		B		7720		1320
196		B		7760		1239
197		P		7920		1957
198		B		7840		1155
199		B		7880		1200
200		P		8040		1935
201		B		7960		1307
202		B		8000		1350
203		I		8160		3710
204		B		8080		1420
205		B		8120		1386
206		P		8280		1838
207		B		8200		1324
208		B		8240		1234
209		P		8400		1707
210		B		8320		1135
211		B		8360		1080
212		P		8520		2000
213		B		8440		1226
214		B		8480		1356
215		I		8640		3643
216		B		8560		1367
217		B		8600		1313
218		P		8760		1780
219		B		8680		1229
220		B		8720		1261
221		P		8880		1872
222		B		8800		1430
223		B		8840		1273
224		P		9000		2002
225		B		8920		1352
226		B		8960		1419
227		I		9120		3598
228		B		9040		1575
229		B		9080		1315
230		P		9240		2135
231		B		9160		1190
232		B		9200		1346
233		P		9360		2034
234		B		9280		1442
235		B		9320		1389
236		P		9480		1945
237		B		9400		1466
238		B		9440		1356
239		I		9600		3801
240		B		9520		1364
241		B		9560		1406
242		P		9720		2154
243		B		9640		1368
244		B		9680		1323
245		P		9840		2090
246		B		9760		1311
247		B		9800		1307
248		P		9960		1858
249		B		9880		1155
250		B		9920		1162
251		I		10080		3884
252		B		10000		1282
253		B		10040		1300
254		P		10200		1705
255		B		10120		1144
256		B		10160		1077
257		P		10320		1775
258		B		10240		1084
259		B		10280		1012
260		P		10440		1760
261		B		10360		965
262		B		10400		918
263		I		10560		3743
264		B		10480		927
265		B		10520		904
266		P		10680		1575
267		B		10600		886
268		B		10640		1004
269		P		10800		1661
270		B		10720		1058
271		B		10760		1053
272		P		10920		1670
273		B		10840		1175
274		B		10880		1251
275		I		11040		3368
276		B		10960		1372
277		B		11000		1216
278		P		11160		1899
279		B		11080		1200
280		B		11120		1294
281		P		11280		2068
282		B		11200		1415
283		B		11240		1481
284		P		11400		2102
285		B		11320		1480
286		B		11360		1421
287		I		11520		3455
288		B		11440		1485
289		B		11480		1389
290		P		11640		1800
291		B		11560		1316
292		B		11600		1310
293		P		11760		1619
294		B		11680		1331
295		B		11720		1260
296		P		11880		1635
297		B		11800		1148
298		B		11840		1236
299		I		12000		2920
300		B		11920		1156
301		B		11960		1133
302		P		12120		1532
303		B		12040		1150
304		B		12080		1139
305		P		12240		1476
306		B		12160		1186
307		B		12200		1050
308		P		12360		1770
309		B		12280		1213
310		B		12320		1116
311		I		12480		2604
312		B		12400		1077
313		B		12440		1088
314		P		12600		1673
315		B		12520		1065
316		B		12560		1237
317		P		12720		1784
318		B		12640		1209
319		B		12680		1239
320		P		12840		1731
321		B		12760		1275
322		B		12800		1248
323		I		12960		2655
324		B		12880		1378
325		B		12920		1227
326		P		13080		1523
327		B		13000		1079
328		B		13040		1193
329		P		13200		1491
330		B		13120		1127
331		B		13160		1059
332		P		13320		1525
333		B		13240		1113
334		B		13280		1227
335		I		13440		2410
336		B		13360		1140
337		B		13400		1111
338		P		13560		1585
339		B		13480		821
340		B		13520		1213
341		P		13680		1615
342		B		13600		852
343		B		13640		1206
344		P		13800		1787
345		B		13720		942
346		B		13760		1209
347		I		13920		3411
348		B		13840		1269
349		B		13880		1312
350		P		14040		1529
351		B		13960		1384
352		B		14000		1276
353		P		14160		1635
354		B		14080		1454
355		B		14120		1224
356		P		14280		1652
357		B		14200		1164
358		B		14240		1150
359		I		14400		3527
360		B		14320		1283
361		B		14360		1312
362		P		14520		1574
363		B		14440		1136
364		B		14480		1167
365		P		14640		1597
366		B		14560		1292
367		B		14600		1153
368		P		14760		1840
369		B		14680		1213
370		B		14720		1265
371		I		14880		3586
372		B		14800		1167
373		B		14840		1216
374		P		15000		1819
375		B		14920		1212
376		B		14960		1333
377		P		15120		1974
378		B		15040		1355
379		B		15080		1401
380		P		15240		2150
381		B		15160		1472
382		B		15200		1449
383		I		15360		3984
384		B		15280		1378
385		B		15320		1432
386		P		15480		2135
387		B		15400		1559
388		B		15440		1636
389		P		15600		2094
390		B		15520		1657
391		B		15560		1592
392		P		15720		2074
393		B		15640		1665
394		B		15680		1723
395		I		15840		4079
396		B		15760		1660
397		B		15800		1607
398		P		15960		1981
399		B		15880		1583
400		B		15920		1574
401		P		16080		2093
402		B		16000		1490
403		B		16040		1614
404		P		16200		2023
405		B		16120		1812
406		B		16160		1617
407		I		16320		4164
408		B		16240		1966
409		B		16280		1044
410		P		16440		1415
411		B		16360		895
412		B		16400		999
413		P		16560		1685
414		B		16480		1082
415		B		16520		1170
416		P		16680		1457
417		B		16600		885
418		B		16640		788
419		I		16800		4342
420		B		16720		453
421		B		16760		379
422		P		16920		1685
423		B		16840		641
424		B		16880		690
425		P		17040		1119
426		B		16960		714
427		B		17000		755
428		P		17160		1005
429		B		17080		588
430		B		17120		530
431		I		17280		4362
432		B		17200		452
433		B		17240		357
434		P		17400		1674
435		B		17320		604
436		B		17360		649
437		P		17520		1652
438		B		17440		710
439		B		17480		818
440		P		17640		1671
441		B		17560		1139
442		B		17600		1504
443		I		17760		4200
444		B		17680		1319
445		B		17720		1420
446		P		17880		1801
447		B		17800		1106
448		B		17840		1174
449		P		18000		1721
450		B		17920		1010
451		B		17960		964
452		P		18120		1479
453		B		18040		577
454		B		18080		752
455		I		18240		4343
456		B		18160		389
457		B		18200		529
458		P		18360		1107
459		B		18280		669
460		B		18320		781
461		P		18480		1434
462		B		18400		912
463		B		18440		852
464		P		18600		1267
465		B		18520		739
466		B		18560		743
467		I		18720		4388
468		B		18640		464
469		B		18680		543
470		P		18840		1253
471		B		18760		570
472		B		18800		581
473		P		18960		1731
474		B		18880		909
475		B		18920		929
476		P		19080		1965
477		B		19000		1249
478		B		19040		1142
479		I		19200		4155
480		B		19120		1248
481		B		19160		1553
482		P		19320		1799
483		B		19240		1379
484		B		19280		1241
485		P		19440		1579
486		B		19360		1586
487		B		19400		1505
488		P		19560		1759
489		B		19480		1433
490		B		19520		1454
491		I		19680		3838
492		B		19600		1540
493		B		19640		1240
494		P		19800		1580
495		B		19720		1130
496		B		19760		1255
497		P		19920		1700
498		B		19840		1225
499		B		19880		1220
500		P		20040		1717
501		B		19960		1293
502		B		20000		1410
503		I		20160		3799
504		B		20080		1296
505		B		20120		1419
506		P		20280		1655
507		B		20200		1490
508		B		20240		1282
509		P		20400		1584
510		B		20320		1109
511		B		20360		1129
512		P		20520		1539
513		B		20440		1025
514		B		20480		1045
515		I		20640		3785
516		B		20560		1129
517		B		20600		1176
518		P		20760		1417
519		B		20680		1001
520		B		20720		1171
521		P		20880		1519
522		B		20800		1255
523		B		20840		1151
524		P		21000		1485
525		B		20920		1047
526		B		20960		1073
527		I		21120		3412
528		B		21040		1086
529		B		21080		1161
530		P		21240		1532
531		B		21160		995
532		B		21200		1123
533		P		21360		1477
534		B		21280		1047
535		B		21320		1065
536		P		21480		1417
537		B		21400		1278
538		B		21440		1063
539		I		21600		3435
540		B		21520		1023
541		B		21560		1072
542		P		21720		1350
543		B		21640		885
544		B		21680		931
545		P		21840		1400
546		B		21760		1002
547		B		21800		1036
548		P		21960		1303
549		B		21880		1049
550		B		21920		1077
551		I		22080		3201
552		B		22000		916
553		B		22040		918
554		P		22200		1325
555		B		22120		933
556		B		22160		921
557		P		22320		1313
558		B		22240		861
559		B		22280		886
560		P		22440		1319
561		B		22360		826
562		B		22400		871
563		I		22560		3279
564		B		22480		864
565		B		22520		899
566		P		22680		1239
567		B		22600		806
568		B		22640		899
569		P		22800		1366
570		B		22720		899
571		B		22760		833
572		P		22920		1413
573		B		22840		919
574		B		22880		930
575		I		23040		3338
576		B		22960		822
577		B		23000		867
578		P		23160		1272
579		B		23080		791
580		B		23120		874
581		P		23280		1310
582		B		23200		901
583		B		23240		901
584		P		23400		1279
585		B		23320		1026
586		B		23360		952
587		I		23520		3589
588		B		23440		1064
589		B		23480		965
590		P		23640		1414
591		B		23560		954
592		B		23600		963
593		P		23760		1265
594		B		23680		914
595		B		23720		1003
596		P		23880		1434
597		B		23800		1050
598		B		23840		1051
599		I		24000		3600
600		B		23920		1012
601		B		23960		1035
602		P		24120		1554
603		B		24040		999
604		B		24080		1141
605		P		24240		1537
606		B		24160		1250
607		B		24200		1147
608		P		24360		1537
609		B		24280		1106
610		B		24320		1130
611		I		24480		3847
612		B		24400		1058
613		B		24440		1070
614		P		24600		1678
615		B		24520		1166
616		B		24560		1289
617		P		24720		1724
618		B		24640		1341
619		B		24680		1277
620		P		24840		1836
621		B		24760		1216
622		B		24800		1233
623		I		24960		4139
624		B		24880		1458
625		B		24920		1395
626		P		25080		1665
627		B		25000		1336
628		B		25040		1437
629		P		25200		1951
630		B		25120		1447
631		B		25160		1352
632		P		25320		1906
633		B		25240		1331
634		B		25280		1280
635		I		25440		4183
636		B		25360		1371
637		B		25400		1412
638		P		25560		1725
639		B		25480		1401
640		B		25520		1404
641		P		25680		1702
642		B		25600		1359
643		B		25640		1452
644		P		25800		1868
645		B		25720		1341
646		B		25760		1315
647		I		25920		4334
648		B		25840		1240
649		B		25880		1122
650		P		26040		1740
651		B		25960		1116
652		B		26000		1237
653		P		26160		1826
654		B		26080		1399
655		B		26120		1459
656		P		26280		1790
657		B		26200		1521
658		B		26240		1482
659		I		26400		4337
660		B		26320		1182
661		B		26360		1146
662		P		26520		1763
663		B		26440		1164
664		B		26480		1168
665		P		26640		1692
666		B		26560		1394
667		B		26600		1489
668		P		26760		1881
669		B		26680		1531
670		B		26720		1545
671		I		26880		4387
672		B		26800		1451
673		B		26840		1411
674		P		27000		1705
675		B		26920		1398
676		B		26960		1465
677		P		27120		4142
678		B		27040		1730
679		B		27080		1289
680		P		27240		1624
681		B		27160		816
682		B		27200		1051
683		I		27360		4011
684		B		27280		681
685		B		27320		889
686		P		27480		1376
687		B		27400		876
688		B		27440		789
689		P		27600		1924
690		B		27520		1039
691		B		27560		1111
692		P		27720		1471
693		B		27640		1021
694		B		27680		1016
695		I		27840		3916
696		B		27760		1033
697		B		27800		870
698		P		27960		1700
699		B		27880		929
700		B		27920		1013
701		P		28080		1733
702		B		28000		1312
703		B		28040		1364
704		P		28200		1857
705		B		28120		1371
706		B		28160		1310
707		I		28320		3781
708		B		28240		1406
709		B		28280		1359
710		P		28440		1908
711		B		28360		1312
712		B		28400		1252
713		P		28560		1945
714		B		28480		1314
715		B		28520		1261
716		P		28680		1936
717		B		28600		1331
718		B		28640		1428
719		I		28800		3702
720		B		28720		1277
721		B		28760		1390
722		P		28920		1875
723		B		28840		1313
724		B		28880		1369
725		P		29040		1871
726		B		28960		1443
727		B		29000		1374
728		P		29160		1792
729		B		29080		1371
730		B		29120		1298
731		I		29280		3317
732		B		29200		1353
733		B		29240		1388
734		P		29400		1702
735		B		29320		1304
736		B		29360		1305
737		P		29520		1720
738		B		29440		1451
739		B		29480		1324
740		P		29640		1749
741		B		29560		1338
742		B		29600		1251
743		I		29760		3292
744		B		29680		1345
745		B		29720		1312
746		P		29880		1587
747		B		29800		1269
748		B		29840		1209
749		P		30000		1725
750		B		29920		1164
751		B		29960		1195
752		P		30120		1602
753		B		30040		1026
754		B		30080		1057
755		I		30240		3194
756		B		30160		994
757		B		30200		865
758		P		30360		1551
759		B		30280		811
760		B		30320		812
761		P		30480		1736
762		B		30400		986
763		B		30440		1053
764		P		30600		1263
765		B		30520		1135
766		B		30560		1101
767		I		30720		3184
768		B		30640		945
769		B		30680		932
770		P		30840		1111
771		B		30760		884
772		B		30800		796
773		P		30960		1208
774		B		30880		741
775		B		30920		805
776		P		31080		1204
777		B		31000		867
778		B		31040		952
779		I		31200		3131
780		B		31120		982
781		B		31160		1037
782		P		31320		1150
783		B		31240		948
784		B		31280		877
785		P		31440		1194
786		B		31360		893
787		B		31400		861
788		P		31560		1286
789		B		31480		820
790		B		31520		821
791		I		31680		3263
792		B		31600		816
793		B		31640		807
794		P		31800		1216
795		B		31720		867
796		B		31760		1010
797		P		31920		1546
798		B		31840		1003
799		B		31880		1055
800		P		32040		1608
801		B		31960		993
802		B		32000		1032
803		I		32160		3376
804		B		32080		951
805		B		32120		915
806		P		32280		1548
807		B		32200		980
808		B		32240		1104
809		P		32400		1336
810		B		32320		1097
811		B		32360		1136
812		P		32520		1339
813		B		32440		1019
814		B		32480		1130
815		I		32640		3355
816		B		32560		987
817		B		32600		1026
818		P		32760		1320
819		B		32680		1053
820		B		32720		994
821		P		32880		1343
822		B		32800		861
823		B		32840		843
824		P		33000		1482
825		B		32920		866
826		B		32960		899
827		I		33120		3246
828		B		33040		924
829		B		33080		908
830		P		33240		1285
831		B		33160		778
832		B		33200		786
833		P		33360		1166
834		B		33280		802
835		B		33320		808
836		P		33480		1325
837		B		33400		889
838		B		33440		820
839		I		33600		3474
840		B		33520		864
841		B		33560		871
842		P		33720		1408
843		B		33640		736
844		B		33680		765
845		P		33840		1281
846		B		33760		867
847		B		33800		922
848		P		33960		1514
849		B		33880		937
850		B		33920		992
851		I		34080		3555
852		B		34000		980
853		B		34040		1003
854		P		34200		1415
855		B		34120		1053
856		B		34160		1007
857		P		34320		1342
858		B		34240		922
859		B		34280		927
860		P		34440		1168
861		B		34360		877
862		B		34400		932
863		I		34560		5088
864		B		34480		1055
865		B		34520		1483
866		P		34680		791
867		B		34600		700
868		B		34640		514
869		P		34800		1061
870		B		34720		356
871		B		34760		405
872		P		34920		937
873		B		34840		370
874		B		34880		532
875		I		35040		5174
876		B		34960		539
877		B		35000		391
878		P		35160		1045
879		B		35080		449
880		B		35120		616
881		P		35280		1522
882		B		35200		520
883		B		35240		582
884		P		35400		1691
885		B		35320		743
886		B		35360		768
887		I		35520		5255
888		B		35440		476
889		B		35480		461
890		P		35640		951
891		B		35560		438
892		B		35600		584
893		P		35760		1400
894		B		35680		516
895		B		35720		475
896		P		35880		2724
897		B		35800		1226
898		B		35840		1393
899		I		36000		5214
900		B		35920		1164
901		B		35960		1404
902		P		36120		2077
903		B		36040		2491
904		B		36080		2036
905		P		36240		1752
906		B		36160		2004
907		B		36200		2305
908		P		36360		1958
909		B		36280		2230
910		B		36320		1871
911		I		36480		4484
912		B		36400		2379
913		B		36440		1256
914		P		36600		2321
915		B		36520		1283
916		B		36560		1515
917		P		36720		1702
918		B		36640		1554
919		B		36680		1402
920		P		36840		1502
921		B		36760		1389
922		B		36800		1232
923		I		36960		2865
924		B		36880		1107
925		B		36920		1039
926		P		37080		1468
927		B		37000		1302
928		B		37040		1131
929		P		37200		1560
930		B		37120		1071
931		B		37160		1026
932		P		37320		1572
933		B		37240		1046
934		B		37280		1131
935		I		37440		2343
936		B		37360		1156
937		B		37400		1247
938		P		37560		1505
939		B		37480		1093
940		B		37520		1201
941		P		37680		1525
942		B		37600		1366
943		B		37640		1253
944		P		37800		1459
945		B		37720		1094
946		B		37760		1071
947		I		37920		2062
948		B		37840		944
949		B		37880		899
950		P		38040		2809
951		B		37960		1326
952		B		38000		1750
953		P		38160		2848
954		B		38080		2057
955		B		38120		2121
956		P		38280		2558
957		B		38200		2163
958		B		38240		1870
959		I		38400		3722
960		B		38320		1881
961		B		38360		1881
962		P		38520		1944
963		B		38440		1158
964		B		38480		1242
965		P		38640		2062
966		B		38560		1176
967		B		38600		1458
968		P		38760		2153
969		B		38680		1451
970		B		38720		1135
971		I		38880		4199
972		B		38800		1540
973		B		38840		972
974		P		39000		1456
975		B		38920		1114
976		B		38960		942
977		P		39120		1887
978		B		39040		1013
979		B		39080		1250
980		P		39240		5100
981		B		39160		2733
982		B		39200		1072
983		I		39360		5357
984		B		39280		723
985		B		39320		638
986		P		39480		2439
987		B		39400		1042
988		B		39440		1137
989		P		39600		2451
990		B		39520		1648
991		B		39560		1737
992		P		39720		2136
993		B		39640		1850
994		B		39680		2242
995		I		39840		5207
996		B		39760		1939
997		B		39800		1680
998		P		39960		2461
999		B		39880		1851
1000		B		39920		1871
1001		P		40080		2174
1002		B		40000		2065
1003		B		40040		1795
1004		P		40200		2146
1005		B		40120		1930
1006		B		40160		1744
1007		I		40320		4598
1008		B		40240		1713
1009		B		40280		1647
1010		P		40440		2117
1011		B		40360		1573
1012		B		40400		1504
1013		P		40560		1976
1014		B		40480		1619
1015		B		40520		1595
1016		P		40680		2145
1017		B		40600		1614
1018		B		40640		1523
1019		I		40800		3726
1020		B		40720		1664
1021		B		40760		1488
1022		P		40920		1859
1023		B		40840		1298
1024		B		40880		1220
1025		P		41040		1781
1026		B		40960		1267
1027		B		41000		1312
1028		P		41160		1563
1029		B		41080		1222
1030		B		41120		1342
1031		I		41280		3399
1032		B		41200		1286
1033		B		41240		1281
1034		P		41400		1802
1035		B		41320		1293
1036		B		41360		1150
1037		P		41520		1847
1038		B		41440		1288
1039		B		41480		1288
1040		P		41640		1920
1041		B		41560		1240
1042		B		41600		1312
1043		I		41760		3703
1044		B		41680		1342
1045		B		41720		1425
1046		P		41880		1754
1047		B		41800		1320
1048		B		41840		1301
1049		P		42000		1761
1050		B		41920		1435
1051		B		41960		1251
1052		P		42120		1706
1053		B		42040		1145
1054		B		42080		1155
1055		I		42240		3723
1056		B		42160		1256
1057		B		42200		1332
1058		P		42360		1707
1059		B		42280		1226
1060		B		42320		1328
1061		P		42480		1866
1062		B		42400		1203
1063		B		42440		1382
1064		P		42600		1952
1065		B		42520		1192
1066		B		42560		1253
1067		I		42720		3673
1068		B		42640		1182
1069		B		42680		1249
1070		P		42840		1739
1071		B		42760		1496
1072		B		42800		1252
1073		P		42960		1273
1074		B		42880		1625
1075		B		42920		1504
1076		P		43080		1792
1077		B		43000		1391
1078		B		43040		1347
1079		I		43200		3309
1080		B		43120		1085
1081		B		43160		990
1082		P		43320		1271
1083		B		43240		1035
1084		B		43280		856
1085		P		43440		1717
1086		B		43360		1158
1087		B		43400		1128
1088		P		43560		1506
1089		B		43480		1123
1090		B		43520		1351
1091		I		43680		2790
1092		B		43600		1342
1093		B		43640		1271
1094		P		43800		1148
1095		B		43720		1017
1096		B		43760		983
1097		P		43920		1149
1098		B		43840		938
1099		B		43880		821
1100		P		44040		1133
1101		B		43960		859
1102		B		44000		789
1103		I		44160		2421
1104		B		44080		834
1105		B		44120		828
1106		P		44280		1101
1107		B		44200		849
1108		B		44240		833
1109		P		44400		1094
1110		B		44320		923
1111		B		44360		918
1112		P		44520		1333
1113		B		44440		1020
1114		B		44480		910
1115		I		44640		2660
1116		B		44560		999
1117		B		44600		959
1118		P		44760		1475
1119		B		44680		983
1120		B		44720		1048
1121		P		44880		1406
1122		B		44800		1081
1123		B		44840		1093
1124		P		45000		1257
1125		B		44920		1115
1126		B		44960		1093
1127		I		45120		2437
1128		B		45040		994
1129		B		45080		1012
1130		P		45240		1347
1131		B		45160		1006
1132		B		45200		1087
1133		P		45360		1593
1134		B		45280		1134
1135		B		45320		1271
1136		P		45480		1548
1137		B		45400		1205
1138		B		45440		1223
1139		I		45600		2015
1140		B		45520		1157
1141		B		45560		1176
1142		P		45720		1752
1143		B		45640		1222
1144		B		45680		1333
1145		P		45840		1509
1146		B		45760		1175
1147		B		45800		1082
1148		P		45960		1532
1149		B		45880		975
1150		B		45920		1031
1151		I		46080		2729
1152		B		46000		1021
1153		B		46040		1035
1154		P		46200		1583
1155		B		46120		1028
1156		B		46160		1222
1157		P		46320		1671
1158		B		46240		1245
1159		B		46280		1263
1160		P		46440		1840
1161		B		46360		1485
1162		B		46400		1459
1163		I		46560		3587
1164		B		46480		1388
1165		B		46520		1399
1166		P		46680		1894
1167		B		46600		1242
1168		B		46640		1223
1169		P		46800		2110
1170		B		46720		1281
1171		B		46760		1595
1172		P		46920		2141
1173		B		46840		1374
1174		B		46880		1447
1175		I		47040		4158
1176		B		46960		1785
1177		B		47000		1675
1178		P		47160		2101
1179		B		47080		1440
1180		B		47120		1485
1181		P		47280		1852
1182		B		47200		1696
1183		B		47240		1466
1184		P		47400		2179
1185		B		47320		1536
1186		B		47360		1378
1187		I		47520		4187
1188		B		47440		793
1189		B		47480		757
1190		P		47640		2015
1191		B		47560		989
1192		B		47600		924
1193		P		47760		1676
1194		B		47680		731
1195		B		47720		693
1196		P		47880		1722
1197		B		47800		680
1198		B		47840		727
1199		I		48000		4246
1200		B		47920		510
1201		B		47960		668
1202		P		48120		3855
1203		B		48040		712
1204		B		48080		1881
1205		P		48240		1216
1206		B		48160		1390
1207		B		48200		1594
1208		P		48360		1935
1209		B		48280		996
1210		B		48320		1447
1211		I		48480		3760
1212		B		48400		1019
1213		B		48440		1122
1214		P		48600		1774
1215		B		48520		865
1216		B		48560		999
1217		P		48720		1753
1218		B		48640		1220
1219		B		48680		1559
1220		P		48840		1730
1221		B		48760		1117
1222		B		48800		1049
1223		I		48960		3742
1224		B		48880		1324
1225		B		48920		1023
1226		P		49080		1575
1227		B		49000		848
1228		B		49040		854
1229		P		49200		1356
1230		B		49120		1100
1231		B		49160		1192
1232		P		49320		1562
1233		B		49240		979
1234		B		49280		951
1235		I		49440		3160
1236		B		49360		1063
1237		B		49400		841
1238		P		49560		1191
1239		B		49480		983
1240		B		49520		732
1241		P		49680		1168
1242		B		49600		766
1243		B		49640		845
1244		P		49800		1079
1245		B		49720		813
1246		B		49760		787
1247		I		49920		2765
1248		B		49840		750
1249		B		49880		737
1250		P		50040		1020
1251		B		49960		734
1252		B		50000		730
1253		P		50160		1059
1254		B		50080		681
1255		B		50120		656
1256		P		50280		1085
1257		B		50200		769
1258		B		50240		728
1259		I		50400		2570
1260		B		50320		802
1261		B		50360		788
1262		P		50520		979
1263		B		50440		729
1264		B		50480		747
1265		P		50640		1030
1266		B		50560		844
1267		B		50600		793
1268		P		50760		1227
1269		B		50680		845
1270		B		50720		846
1271		I		50880		2723
1272		B		50800		957
1273		B		50840		821
1274		P		51000		1325
1275		B		50920		779
1276		B		50960		857
1277		P		51120		1445
1278		B		51040		991
1279		B		51080		1078
1280		P		51240		1610
1281		B		51160		1142
1282		B		51200		1155
1283		I		51360		3386
1284		B		51280		1272
1285		B		51320		1234
1286		P		51480		2105
1287		B		51400		1272
1288		B		51440		1347
1289		P		51600		2384
1290		B		51520		1466
1291		B		51560		1529
1292		P		51720		2402
1293		B		51640		1583
1294		B		51680		1709
1295		I		51840		3907
1296		B		51760		1638
1297		B		51800		1669
1298		P		51960		2284
1299		B		51880		1751
1300		B		51920		1488
1301		P		52080		2100
1302		B		52000		1552
1303		B		52040		1293
1304		P		52200		1975
1305		B		52120		1334
1306		B		52160		1282
1307		I		52320		3349
1308		B		52240		1261
1309		B		52280		1281
1310		P		52440		1955
1311		B		52360		1267
1312		B		52400		1363
1313		P		52560		2181
1314		B		52480		1508
1315		B		52520		1353
1316		P		52680		2080
1317		B		52600		1588
1318		B		52640		1344
1319		I		52800		4051
1320		B		52720		1479
1321		B		52760		1425
1322		P		52920		2601
1323		B		52840		1577
1324		B		52880		1571
1325		P		53040		2258
1326		B		52960		1596
1327		B		53000		1730
1328		P		53160		2355
1329		B		53080		1652
1330		B		53120		1717
1331		I		53280		4121
1332		B		53200		1763
1333		B		53240		1639
1334		P		53400		2234
1335		B		53320		1435
1336		B		53360		1520
1337		P		53520		1986
1338		B		53440		1574
1339		B		53480		1662
1340		P		53640		1942
1341		B		53560		1655
1342		B		53600		1678
1343		I		53760		3818
1344		B		53680		1760
1345		B		53720		1820
1346		P		53880		2122
1347		B		53800		1767
1348		B		53840		1683
1349		P		54000		2154
1350		B		53920		1868
1351		B		53960		1839
1352		P		54120		2250
1353		B		54040		1889
1354		B		54080		1721
1355		I		54240		4433
1356		B		54160		1864
1357		B		54200		1963
1358		P		54360		2306
1359		B		54280		1911
1360		B		54320		1862
1361		P		54480		2141
1362		B		54400		2162
1363		B		54440		2081
1364		P		54600		2562
1365		B		54520		1446
1366		B		54560		1288
1367		I		54720		4625
1368		B		54640		1034
1369		B		54680		1257
1370		P		54840		2435
1371		B		54760		1354
1372		B		54800		1479
1373		P		54960		2472
1374		B		54880		1771
1375		B		54920		1840
1376		P		55080		2592
1377		B		55000		1735
1378		B		55040		1622
1379		I		55200		4779
1380		B		55120		1675
1381		B		55160		1473
1382		P		55320		2610
1383		B		55240		1493
1384		B		55280		1596
1385		P		55440		2485
1386		B		55360		1924
1387		B		55400		1976
1388		P		55560		2324
1389		B		55480		1943
